OG,category
NOG236309,Function unknown
NOG236308,Function unknown
NOG205284,Function unknown
NOG205285,Function unknown
NOG246971,Function unknown
NOG246970,Function unknown
NOG246973,Function unknown
NOG246972,"Post-translational modification, protein turnover, chaperone functions"
NOG236301,"Post-translational modification, protein turnover, chaperone functions"
NOG236300,Cell wall/membrane/envelope biogenesis
NOG236303,Function unknown
NOG236302,Function unknown
NOG246979,Function unknown
NOG236307,Function unknown
NOG205289,Function unknown
NOG138394,Function unknown
NOG233768,Function unknown
NOG233769,Function unknown
NOG125662,Function unknown
NOG211387,Function unknown
NOG233764,General functional prediction only
NOG233765,Function unknown
NOG233766,Function unknown
NOG129714,Function unknown
NOG233760,Function unknown
NOG129712,Function unknown
NOG233763,General functional prediction only
NOG121520,Function unknown
NOG121521,Function unknown
NOG84644,Function unknown
NOG121524,Function unknown
NOG237659,Function unknown
NOG121526,Function unknown
NOG121527,Function unknown
NOG117846,Inorganic ion transport and metabolism
NOG237655,General functional prediction only
NOG233289,Function unknown
NOG237657,Function unknown
NOG237650,Function unknown
NOG208975,Function unknown
NOG117840,Function unknown
NOG80369,Function unknown
NOG204348,"Post-translational modification, protein turnover, chaperone functions"
NOG78209,General functional prediction only
NOG78208,Function unknown
NOG74586,Function unknown
NOG208973,Function unknown
NOG71872,Function unknown
NOG78206,Function unknown
NOG232343,Function unknown
NOG206732,Function unknown
NOG146204,Function unknown
NOG258985,Function unknown
NOG206394,Function unknown
NOG79157,Inorganic ion transport and metabolism
NOG122783,Function unknown
NOG208970,Function unknown
NOG79152,Function unknown
NOG79151,Function unknown
NOG10337,Function unknown
NOG10332,Function unknown
NOG240568,Replication and repair
NOG259381,Function unknown
NOG247703,Function unknown
NOG10339,Function unknown
NOG258802,Function unknown
NOG255835,General functional prediction only
NOG255836,General functional prediction only
NOG255837,Replication and repair
NOG255830,Function unknown
NOG255831,Cell wall/membrane/envelope biogenesis
NOG255832,General functional prediction only
NOG244192,Function unknown
NOG28199,Function unknown
NOG258808,Function unknown
NOG258809,Function unknown
NOG244199,Function unknown
NOG255839,Function unknown
NOG74055,Energy production and conversion
NOG215529,Function unknown
NOG74057,Function unknown
NOG74050,Intracellular trafficing and secretion
NOG245929,Function unknown
NOG74052,Function unknown
NOG204391,Function unknown
NOG206738,General functional prediction only
NOG74058,Function unknown
NOG40879,Function unknown
NOG216822,Signal transduction
NOG140249,Function unknown
NOG216820,Function unknown
NOG216821,Function unknown
NOG216826,Function unknown
NOG216827,Function unknown
NOG216824,Function unknown
NOG216825,Function unknown
NOG227829,Function unknown
NOG216828,RNA processing and modification
NOG216829,Function unknown
NOG117851,Function unknown
NOG241619,Function unknown
NOG210793,Function unknown
NOG204283,Function unknown
NOG244228,Function unknown
NOG210796,Function unknown
NOG210797,General functional prediction only
NOG210794,Function unknown
NOG210795,Function unknown
NOG244223,Intracellular trafficing and secretion
NOG244222,Function unknown
NOG244221,Function unknown
NOG210799,Replication and repair
NOG241614,General functional prediction only
NOG241617,Function unknown
NOG231789,Transcription
NOG09393,General functional prediction only
NOG236452,Function unknown
NOG208559,Function unknown
NOG208558,Signal transduction
NOG09395,Function unknown
NOG234238,Function unknown
NOG234237,Function unknown
NOG208554,Function unknown
NOG234235,Function unknown
NOG234234,Function unknown
NOG208551,Function unknown
NOG234232,Function unknown
NOG248535,Amino acid metabolism and transport
NOG248534,Function unknown
NOG232680,Function unknown
NOG231784,Function unknown
NOG232682,Function unknown
NOG232683,Intracellular trafficing and secretion
NOG232684,Function unknown
NOG232685,Intracellular trafficing and secretion
NOG232686,Function unknown
NOG113548,Function unknown
NOG232688,Function unknown
NOG232689,Function unknown
NOG205136,Function unknown
NOG113544,Function unknown
NOG205130,Function unknown
NOG205131,Function unknown
NOG113541,Function unknown
NOG113540,Transcription
NOG221267,Function unknown
NOG41438,Function unknown
NOG41439,Function unknown
NOG41436,Transcription
NOG204666,Function unknown
NOG204665,Function unknown
NOG41435,Function unknown
NOG204663,Function unknown
NOG204662,Function unknown
NOG41430,Function unknown
NOG204660,Function unknown
NOG114007,Function unknown
NOG114005,Function unknown
NOG215077,Function unknown
NOG114003,Function unknown
NOG11734,Function unknown
NOG253075,Function unknown
NOG114009,Transcription
NOG43699,General functional prediction only
NOG120153,Function unknown
NOG250699,Function unknown
NOG231521,Function unknown
NOG232976,Function unknown
NOG241545,Function unknown
NOG232974,Transcription
NOG232975,Function unknown
NOG232972,Function unknown
NOG232970,Function unknown
NOG241544,General functional prediction only
NOG70817,Function unknown
NOG256275,Function unknown
NOG40265,Function unknown
NOG232978,Function unknown
NOG232979,Chromatin structure and dynamics
NOG253296,Function unknown
NOG253297,Transcription
NOG253294,Function unknown
NOG253295,Function unknown
NOG11464,Function unknown
NOG119553,Function unknown
NOG253290,Function unknown
NOG257428,Transcription
NOG254014,Function unknown
NOG254017,Function unknown
NOG254010,Function unknown
NOG253298,Function unknown
NOG253299,Function unknown
NOG115101,Function unknown
NOG250929,Function unknown
NOG40106,Function unknown
NOG115100,Function unknown
NOG250925,Function unknown
NOG250924,Function unknown
NOG250927,Function unknown
NOG250926,Chromatin structure and dynamics
NOG250921,Inorganic ion transport and metabolism
NOG250920,Function unknown
NOG250923,Function unknown
NOG250922,Function unknown
NOG207174,Function unknown
NOG231873,Function unknown
NOG211447,Function unknown
NOG118350,Function unknown
NOG211441,Function unknown
NOG218714,Function unknown
NOG211443,Function unknown
NOG211442,Function unknown
NOG259863,RNA processing and modification
NOG259861,General functional prediction only
NOG247751,Function unknown
NOG259867,Function unknown
NOG259866,Function unknown
NOG259865,Function unknown
NOG259864,Function unknown
NOG216798,Function unknown
NOG216799,Function unknown
NOG131111,Function unknown
NOG14525,Function unknown
NOG115493,Function unknown
NOG14520,Function unknown
NOG208781,Function unknown
NOG216790,Function unknown
NOG216791,Function unknown
NOG216792,General functional prediction only
NOG216793,Function unknown
NOG216794,Function unknown
NOG118896,Function unknown
NOG216796,Function unknown
NOG216797,Inorganic ion transport and metabolism
NOG67537,General functional prediction only
NOG218719,Function unknown
NOG67531,Function unknown
NOG67530,Function unknown
NOG243300,Function unknown
NOG150740,Function unknown
NOG149894,Function unknown
NOG45405,Function unknown
NOG67538,Function unknown
NOG202540,Function unknown
NOG209733,Function unknown
NOG209730,Function unknown
NOG202543,General functional prediction only
NOG202544,Intracellular trafficing and secretion
NOG209737,General functional prediction only
NOG209734,Function unknown
NOG115473,Function unknown
NOG202548,Transcription
NOG202549,Function unknown
NOG216912,Function unknown
NOG118893,Function unknown
NOG149893,Function unknown
NOG212233,Function unknown
NOG212232,General functional prediction only
NOG212230,Function unknown
NOG212236,Function unknown
NOG229618,Function unknown
NOG229617,Function unknown
NOG229616,Function unknown
NOG229615,Function unknown
NOG229614,Function unknown
NOG229613,Function unknown
NOG229612,Function unknown
NOG88031,Function unknown
NOG146976,Function unknown
NOG146970,Function unknown
NOG146971,Function unknown
NOG146972,Function unknown
NOG146973,Function unknown
NOG82176,Function unknown
NOG82177,Function unknown
NOG25436,Function unknown
NOG82175,Function unknown
NOG82172,Function unknown
NOG118209,Function unknown
NOG118201,Function unknown
NOG232878,General functional prediction only
NOG118205,Function unknown
NOG118204,General functional prediction only
NOG28603,Function unknown
NOG70810,Function unknown
NOG116944,Transcription
NOG117068,Function unknown
NOG149898,Function unknown
NOG116945,Cell wall/membrane/envelope biogenesis
NOG150854,Function unknown
NOG150855,Function unknown
NOG117066,Function unknown
NOG150857,Function unknown
NOG117060,Function unknown
NOG117061,Function unknown
NOG119447,Function unknown
NOG150853,Function unknown
NOG149530,Function unknown
NOG116947,Function unknown
NOG43320,Function unknown
NOG232873,Function unknown
NOG116941,Replication and repair
NOG128434,Function unknown
NOG256518,Function unknown
NOG256519,Function unknown
NOG253748,Transcription
NOG253749,General functional prediction only
NOG128433,Function unknown
NOG253744,Intracellular trafficing and secretion
NOG256513,Function unknown
NOG256510,Function unknown
NOG253747,Cell wall/membrane/envelope biogenesis
NOG253740,Function unknown
NOG256517,Transcription
NOG256514,Function unknown
NOG253743,Function unknown
NOG250219,Function unknown
NOG250218,Function unknown
NOG250217,General functional prediction only
NOG245115,Function unknown
NOG250215,Function unknown
NOG250214,Function unknown
NOG250213,Function unknown
NOG250212,General functional prediction only
NOG250211,Function unknown
NOG250210,Signal transduction
NOG258020,Function unknown
NOG204006,Function unknown
NOG258022,Function unknown
NOG217462,Function unknown
NOG258024,Function unknown
NOG258025,Function unknown
NOG258026,Function unknown
NOG138130,Function unknown
NOG217469,Function unknown
NOG217468,Function unknown
NOG212495,Function unknown
NOG09800,Function unknown
NOG212493,General functional prediction only
NOG09806,Function unknown
NOG212491,Function unknown
NOG238290,General functional prediction only
NOG146350,Function unknown
NOG230884,Energy production and conversion
NOG146352,Function unknown
NOG136901,Transcription
NOG136906,Function unknown
NOG149582,General functional prediction only
NOG136904,Function unknown
NOG145857,Function unknown
NOG136908,Function unknown
NOG136909,Function unknown
NOG230886,General functional prediction only
NOG243443,Function unknown
NOG213543,General functional prediction only
NOG213540,Function unknown
NOG250998,Function unknown
NOG213546,Function unknown
NOG213547,Energy production and conversion
NOG213544,Transcription
NOG203065,Function unknown
NOG261072,Function unknown
NOG213549,Function unknown
NOG257685,Function unknown
NOG203066,Function unknown
NOG145853,Function unknown
NOG210895,Function unknown
NOG210897,Function unknown
NOG203067,General functional prediction only
NOG210891,Function unknown
NOG210890,Function unknown
NOG210893,Function unknown
NOG210892,Function unknown
NOG203060,Function unknown
NOG115479,Function unknown
NOG210899,Function unknown
NOG236066,Function unknown
NOG145376,Function unknown
NOG250999,Function unknown
NOG82320,Function unknown
NOG74336,Function unknown
NOG149738,Function unknown
NOG133999,Function unknown
NOG83148,Function unknown
NOG139505,Function unknown
NOG69101,Function unknown
NOG133992,Function unknown
NOG116336,Function unknown
NOG116334,Function unknown
NOG116333,Function unknown
NOG133997,Function unknown
NOG116331,Transcription
NOG116330,Cell wall/membrane/envelope biogenesis
NOG114781,Function unknown
NOG114782,Function unknown
NOG114783,Function unknown
NOG114784,Function unknown
NOG47803,Function unknown
NOG239484,Function unknown
NOG39958,Function unknown
NOG147750,Function unknown
NOG147757,Function unknown
NOG147755,Function unknown
NOG209143,Function unknown
NOG39951,Function unknown
NOG39956,Function unknown
NOG39957,Replication and repair
NOG39954,Function unknown
NOG220773,Function unknown
NOG68409,General functional prediction only
NOG78202,Function unknown
NOG68401,Function unknown
